date,time,temp c,temp f,humidity %
2024/1/11,14:15:29,21,69.80000000000001,36,"
"
2024/1/11,14:15:31,21,69.80000000000001,37,"
"
2024/1/11,14:15:34,21,69.80000000000001,37,"
"
2024/1/11,14:15:36,21,69.80000000000001,37,"
"
2024/1/11,14:15:39,21,69.80000000000001,37,"
"
